,Unnamed: 0,id,full_name,prefix,pdes,class,diameter,diameter_sigma,albedo,rot_per,GM,BV,UB,IR,e,a,q,i,moid,spec_B,spec_T,dv,dv2
9419,627103,bK13S00F,       (2013 SF),,2013 SF,APO,,,,,,,,,0.6177043317973053,2.2673600776517207,0.8668019359419782,14.57505085660738,0.087608,,,7.82638,8.229583429519895
9420,627112,bK13S00R,       (2013 SR),,2013 SR,AMO,,,,,,,,,0.3161122703427803,1.5055567251174098,1.029631770610705,7.468001796340602,0.07039429999999999,,,5.271575,4.53046146104462
9421,627113,bK13S00S,       (2013 SS),,2013 SS,AMO,,,,,,,,,0.491501275359572,2.164290284692997,1.100538849518058,10.252422300429961,0.110395,,,6.8616899999999985,6.966022693926791
9422,627195,bK13S19K,       (2013 SK19),,2013 SK19,AMO,,,,,,,,,0.4292818277240552,2.247779649888344,1.282848693463339,26.5078233618557,0.335118,,,10.212104,11.04860135916057
9423,627196,bK13S19L,       (2013 SL19),,2013 SL19,AMO,,,,,,,,,0.554979564846379,2.820970280571452,1.25538942181534,0.811336289058616,0.259514,,,7.325,7.60752863696655
9424,627199,bK13S19O,       (2013 SO19),,2013 SO19,AMO,,,,,,,,,0.4982367229947559,2.2280517406337537,1.1179545427176298,12.93499395024328,0.12036199999999997,,,7.314927000000001,7.555435626644797
9425,627200,bK13S19P,       (2013 SP19),,2013 SP19,APO,,,,,,,,,0.2389171130136144,1.2846309584268178,0.9777106385515699,2.3254788805978333,0.00267934,,,4.398959,3.08122294578405
9426,627201,bK13S19Q,       (2013 SQ19),,2013 SQ19,AMO,,,,,,,,,0.5464833056867715,2.336382056060211,1.059588266717171,8.817930470791973,0.0570954,,,6.833355,7.0263655085708905
9427,627202,bK13S19R,       (2013 SR19),,2013 SR19,APO,,,,,,,,,0.4161572857856378,1.151852163710685,0.6725004936345319,14.592082097798851,0.0221631,,,8.086021,7.422711455721402
9428,627203,bK13S19S,       (2013 SS19),,2013 SS19,APO,,,,,,,,,0.5958182805660346,1.1819626657947848,0.4777277025676897,17.32367568289957,0.0927007,,,10.281258,10.014894715215224
9429,627204,bK13S19T,       (2013 ST19),,2013 ST19,APO,,,,,,,,,0.3466256898256299,1.436203920160644,0.9383787456046868,21.12967596205189,0.0754568,,,7.877317,7.900212909356195
9430,627205,bK13S19U,       (2013 SU19),,2013 SU19,AMO,,,,,,,,,0.4702624016723367,1.9235651549267456,1.018984785397674,7.591649320071371,0.0684001,,,6.048663,5.8939680752095
9431,627206,bK13S19V,       (2013 SV19),,2013 SV19,AMO,,,,,,,,,0.5453124174714786,2.809666383976332,1.27752041584185,0.9762638254054816,0.281271,,,7.375837,7.64846212529452
9432,627207,bK13S19W,       (2013 SW19),,2013 SW19,APO,,,,,,,,,0.3726535033884197,1.514700054210014,0.9502417724260231,5.439528320881871,0.00927581,,,5.2748370000000016,4.552298763434473
9433,627208,bK13S19X,       (2013 SX19),,2013 SX19,AMO,,,,,,,,,0.3572372612400087,1.625955655571002,1.045103710277114,27.86308767677231,0.0780047,,,9.614399,10.206669330004898
9434,627209,bK13S19Y,       (2013 SY19),,2013 SY19,AMO,,,,,,,,,0.2236884817715843,1.398176838658501,1.085420784370788,2.725103269595567,0.0831461,,,4.907324,3.7413146083654953
9435,627211,bK13S20A,       (2013 SA20),,2013 SA20,APO,,,,,,,,,0.6548153659857209,1.532794564327149,0.5290971307063435,5.193835149841874,0.0593241,,,8.446193,8.062477351474762
9436,627212,bK13S20B,       (2013 SB20),,2013 SB20,APO,,,,,,,,,0.08618490335717664,1.085906064254228,0.9923173550515052,7.112726040956009,0.0142885,,,4.86651,3.2423976960763135
9437,627213,bK13S20C,       (2013 SC20),,2013 SC20,AMO,,,,,,,,,0.1155570287578706,1.4009276383705551,1.2390406029756729,19.463373059910733,0.294471,,,8.689152,8.332461006055198
9438,627214,bK13S20D,       (2013 SD20),,2013 SD20,APO,,,,,,,,,0.2685120407686521,1.1569585798774509,0.8463012705097551,20.28397413055092,0.0563004,,,8.342977000000001,7.9774067470252
9439,627220,bK13S20K,       (2013 SK20),,2013 SK20,APO,,,,,,,,,0.3935247750366381,1.221260048420264,0.7406639626044459,5.0007195400024615,0.00525298,,,6.3638379999999986,5.245275519907898
9440,627221,bK13S20L,       (2013 SL20),,2013 SL20,APO,,,,,,,,,0.4031379434255396,1.081047639253588,0.6452363172198619,4.343330812403128,0.015811099999999998,,,7.1288860000000005,5.766913660701647
9441,627223,bK13S20N,       (2013 SN20),,2013 SN20,AMO,,,,,,,,,0.3293269589837708,1.529229359515281,1.025612904957414,28.490712825138655,0.0277204,,,9.751691,10.308124173391764
9442,627224,bK13S20O,       (2013 SO20),,2013 SO20,AMO,,,,,,,,,0.1635766219831716,1.41576106707041,1.184175654183742,32.777186438036125,0.19694,,,12.411094,13.063089198285857
9443,627236,bK13S21B,       (2013 SB21),,2013 SB21,AMO,,,,,,,,,0.23100315308731,1.336806016009509,1.027999611245227,0.808882873889284,0.0340813,,,4.436841,3.1691057424580165
9444,627237,bK13S21C,       (2013 SC21),,2013 SC21,APO,,,,,,,,,0.5224703842996472,1.719146634582018,0.8209434317445059,2.756483779061589,0.00564667,,,6.314634,5.93922648515558
9445,627238,bK13S21D,       (2013 SD21),,2013 SD21,APO,,,,,,,,,0.5548747349534799,2.250731928431015,1.001857646191521,7.847987273378161,0.0330926,,,6.5633,6.693748543536326
9446,627239,bK13S21E,       (2013 SE21),,2013 SE21,AMO,,,,,,,,,0.5713638098610123,2.482109577585841,1.063921992843887,3.3569540412210186,0.06951489999999999,,,6.570003,6.744302268203344
9447,627293,bK13S24M,       (2013 SM24),,2013 SM24,AMO,,,,,,,,,0.3155337269680627,1.6083407429722292,1.1008549941076191,2.3837940917960982,0.0946031,,,5.37206,4.618224090816384
9448,627295,bK13S24O,       (2013 SO24),,2013 SO24,AMO,,,,,,,,,0.1761022044809939,1.251275678980053,1.030923273498213,25.27423539603356,0.0821581,,,9.529232,9.557768926068874
9449,627296,bK13S24R,       (2013 SR24),,2013 SR24,AMO,,,,,,,,,0.3661061043748521,1.7087730032388908,1.083180775762184,16.66997554212603,0.099794,,,7.174635,7.154696073116874
9450,627299,bK13S24U,       (2013 SU24),,2013 SU24,APO,,,,0.23335,,,,,0.3281648290999855,1.467851627467559,0.9861543489955324,5.387524288005991,0.0119962,,,4.963301,4.1190545818980695
9451,627300,bK13S24V,       (2013 SV24),,2013 SV24,AMO,,,,,,,,,0.5531480337451739,2.738182267475341,1.2235621301854551,17.573234028339158,0.225517,,,8.676916,9.330210141142743
9452,627301,bK13S24W,       (2013 SW24),,2013 SW24,APO,,,,7.09,,,,,0.6541861173801355,2.670178222355296,0.9233846983596928,6.152138507664857,0.00261908,,,7.065106,7.408683562814372
9453,627302,bK13S24X,       (2013 SX24),,2013 SX24,AMO,,,,,,,,,0.4734336261508805,1.990010010301034,1.047872355047664,12.261263389415722,0.08606950000000001,,,6.758935000000001,6.818464975899498
9454,627306,bK13S25C,       (2013 SC25),,2013 SC25,APO,,,,12.96,,,,,0.6482782881752225,1.6042574742399591,0.5642521850473722,10.17326413837469,0.0738045,,,8.535973,8.372508347120483
9455,627309,bK13S25F,       (2013 SF25),,2013 SF25,APO,,,,,,,,,0.3623757898899764,1.565463288325365,0.9981772926747012,34.36205498607083,0.042758300000000006,,,11.376905,12.319387097465745
9456,627310,bK13S25G,       (2013 SG25),,2013 SG25,AMO,,,,,,,,,0.3282459088004434,1.532555382295022,1.029500348046581,18.41903477866996,0.215257,,,7.163488,7.070793675884042
9457,627379,bK13S30L,       (2013 SL30),,2013 SL30,AMO,,,,,,,,,0.557463937723755,2.505450651286253,1.1087522654476722,32.05318201699995,0.461214,,,11.279907,12.50613370330296
9458,628127,bK13T00C,       (2013 TC),,2013 TC,AMO,,,,,,,,,0.5823545967713779,2.802200450470452,1.170326137064158,7.273630171270344,0.178891,,,7.379924000000001,7.7484922409303465
9459,628128,bK13T00D,       (2013 TD),,2013 TD,APO,,,,,,,,,0.5631867311742789,2.300716253412631,1.004983387293638,0.4144127576709236,0.00732691,,,6.081082,6.142187716310459
9460,628129,bK13T00E,       (2013 TE),,2013 TE,AMO,,,,,,,,,0.5718977314882128,2.866699929770008,1.2272407430771208,19.59640523073993,0.236889,,,9.099298,9.877390899653477
9461,628130,bK13T00F,       (2013 TF),,2013 TF,APO,,,,,,,,,0.7369287230847406,2.839743903100897,0.747055054701076,18.5210440320571,0.1082,,,9.262712,10.062498366033914
9462,628131,bK13T00G,       (2013 TG),,2013 TG,APO,,,,,,,,,0.3612066962637382,1.127045617769466,0.7199491936364334,3.127760628794079,0.015626400000000002,,,6.357406,4.983584034568519
9463,628132,bK13T00H,       (2013 TH),,2013 TH,AMO,,,,,,,,,0.1232597814314704,1.277923262175811,1.120406720193829,13.33216122972084,0.13104100000000002,,,6.648447999999999,5.706786723393004
9464,628133,bK13T00J,       (2013 TJ),,2013 TJ,APO,,,,,,,,,0.5874508175269725,2.030472237983958,0.8376696618144606,25.658954321079374,0.029752800000000006,,,9.747015,10.54373990374294
9465,628134,bK13T00K,       (2013 TK),,2013 TK,AMO,,,,,,,,,0.5755039845606893,2.491792865611465,1.0577561427521691,5.206929964350161,0.097486,,,6.6839710000000006,6.890418645568456
9466,628135,bK13T00L,       (2013 TL),,2013 TL,APO,,,,,,,,,0.4597090588143525,1.671256730589548,0.9029648719330754,5.896282377514512,0.0279681,,,5.888257,5.458041741539061
9467,628180,bK13T04C,       (2013 TC4),,2013 TC4,APO,,,,,,,,,0.5181361155723084,2.0526244615743368,0.9890855963255089,28.958190854432573,0.0864452,,,10.030346,10.966371844068142
9468,628181,bK13T04D,       (2013 TD4),,2013 TD4,AMO,,,,,,,,,0.4040151173614336,2.177573452187512,1.297800858338832,7.800156443891977,0.30195500000000003,,,7.194374000000002,7.153560064769108
9469,628182,bK13T04E,       (2013 TE4),,2013 TE4,AMO,,,,,,,,,0.2644855196088766,1.4215527869263849,1.045572659424713,14.03113333101639,0.080356,,,6.246155,5.691637376234953
9470,628183,bK13T04F,       (2013 TF4),,2013 TF4,AMO,,,,,,,,,0.1859082035477551,1.344911537751292,1.094881449837301,7.696391796055533,0.092734,,,5.35035,4.220461184900396
9471,628184,bK13T04G,       (2013 TG4),,2013 TG4,AMO,,,,,,,,,0.295627531112107,1.7853382822092168,1.2575431336397758,3.890507281338532,0.26860700000000004,,,6.324014,5.757025861967032
9472,628186,bK13T04J,       (2013 TJ4),,2013 TJ4,AMO,,,,,,,,,0.2588189239667946,1.556080434298542,1.1533373706876109,21.32458844344986,0.26794,,,8.420158,8.47125352596753
9473,628189,bK13T04M,       (2013 TM4),,2013 TM4,AMO,,,,,,,,,0.5823271521992873,2.5297840673892016,1.056622115747318,0.8282049915142133,0.0492417,,,6.511216,6.697539064938707
9474,628190,bK13T04N,       (2013 TN4),,2013 TN4,APO,,,,,,,,,0.3845368991080661,1.6490712802039642,1.0149425237061631,14.266623940066971,0.0338755,,,6.4448089999999985,6.261326708220677
9475,628191,bK13T04O,       (2013 TO4),,2013 TO4,APO,,,,,,,,,0.5237985279756786,1.988692148525208,0.9470181285309146,5.070371884265888,0.0093266,,,6.099345,5.981732585437545
9476,628192,bK13T04P,       (2013 TP4),,2013 TP4,APO,,,,,,,,,0.760340816834046,1.8824401595129383,0.4511440709876589,6.320152197047185,0.00155081,,,9.188596,9.215933736112062
9477,628193,bK13T04Q,       (2013 TQ4),,2013 TQ4,APO,,,,,,,,,0.4711512419617647,1.9123877167010952,1.0113638688649509,1.251743874162696,0.0109171,,,5.553391,5.279081522426393
9478,628194,bK13T04R,       (2013 TR4),,2013 TR4,AMO,,,,,,,,,0.1239840152686841,1.240622412938362,1.086805064749941,15.65084235091411,0.190471,,,7.12339,6.323926117594383
9479,628195,bK13T04S,       (2013 TS4),,2013 TS4,AMO,,,,,,,,,0.3611755300406562,1.927762156054304,1.231501637549073,2.627199966574096,0.240813,,,6.387085,6.014272157853954
9480,628196,bK13T04T,       (2013 TT4),,2013 TT4,AST,,,,,,,,,0.7254008191009093,5.147089798848493,1.413386642777862,9.3829341688248,0.442543,,,8.886846,9.76373132507148
9481,628208,bK13T05G,       (2013 TG5),,2013 TG5,AMO,,,,,,,,,0.4762398155147751,2.4790930200997408,1.2984502175634742,23.19596124343118,0.343055,,,9.662697,10.440568372884991
9482,628209,bK13T05H,       (2013 TH5),,2013 TH5,AMO,,,,,,,,,0.5797721937251058,2.607610522377191,1.095790449437898,24.900458452312602,0.323606,,,9.715492,10.656333499766482
9483,628219,bK13T05S,       (2013 TS5),,2013 TS5,APO,,,,,,,,,0.4882945024573081,1.1084227324598808,0.5671860058010135,54.30779453137849,0.41381,,,20.345433,22.095532795248733
9484,628220,bK13T05T,       (2013 TT5),,2013 TT5,APO,,,,,,,,,0.09227553071777016,1.058216908040104,0.9605693812361852,7.342028028567682,0.025358,,,5.110241,3.4796930241718753
9485,628221,bK13T05V,       (2013 TV5),,2013 TV5,APO,,,,,,,,,0.2524588421066367,1.333486931159292,0.9968363645544844,18.77684146371326,0.120525,,,7.120058,6.79441892563092
9486,628222,bK13T05X,       (2013 TX5),,2013 TX5,AMO,,,,,,,,,0.3033014653766724,1.668480195378718,1.162427707168396,13.020768920134802,0.16886600000000002,,,6.787137,6.465096408140961
9487,628223,bK13T05Y,       (2013 TY5),,2013 TY5,APO,,,,,,,,,0.5992459135753309,2.501545698253686,1.002504660953217,6.223097912767131,0.0520557,,,6.72035,6.964982230964189
9488,628224,bK13T05Z,       (2013 TZ5),,2013 TZ5,AMO,,,,,,,,,0.527896626482007,2.404948052123685,1.135384088543118,10.19532533545709,0.146306,,,7.214506,7.466101453765009
9489,628225,bK13T06A,       (2013 TA6),,2013 TA6,AMO,,,,,,,,,0.4450287381909387,1.906192308514097,1.0578819507067958,18.58510115537259,0.063207,,,7.696269999999998,7.980280335398847
9490,628227,bK13T06C,       (2013 TC6),,2013 TC6,APO,,,,,,,,,0.4754900623106695,1.6387570468789758,0.8595443565464431,9.893156273832359,0.0102109,,,6.485219,6.1771971021885035
9491,628228,bK13T06D,       (2013 TD6),,2013 TD6,AMO,,,,,,,,,0.4776630178158474,2.458529991913188,1.284181136585164,30.05983301869771,0.30941,,,11.11666,12.210044097693824
9492,628229,bK13T06E,       (2013 TE6),,2013 TE6,AMO,,,,2.46,,,,,0.5373921116637442,2.435782538811653,1.1268122167259829,7.313654074761658,0.137828,,,6.947361,7.142716145767553
9493,628230,bK13T06F,       (2013 TF6),,2013 TF6,APO,,,,,,,,,0.3476711138343329,1.216889391768578,0.7938121015192124,22.57808238614799,0.141887,,,9.022186,8.95761970298478
9494,628232,bK13T06H,       (2013 TH6),,2013 TH6,APO,,,,,,,,,0.5554705586626258,2.057532043009691,0.9146335696128441,10.09276908589209,0.00787604,,,6.811891,6.900363723955116
9495,628233,bK13T06J,       (2013 TJ6),,2013 TJ6,AMO,,,,,,,,,0.1317576730166377,1.1822315594416308,1.026463480202771,27.100395627259868,0.030856400000000006,,,10.599919,10.686657416235644
9496,628322,bK13T12Q,       (2013 TQ12),,2013 TQ12,APO,,,,,,,,,0.4881053074305233,1.5367828023426795,0.7866709601512651,7.599916140163642,0.0333613,,,6.590149,6.104643928965923
9497,628323,bK13T12R,       (2013 TR12),,2013 TR12,APO,,,,,,,,,0.5666926971658477,1.938053326278905,0.8397726595586696,8.832660413171498,4.729e-05,,,6.8853300000000015,6.865934121796113
9498,628993,bK13T68W,       (2013 TW68),,2013 TW68,AMO,,,,,,,,,0.5517499380988352,2.600322305128816,1.165594634236971,11.92020124306175,0.233206,,,7.665739,8.067206769514703
9499,628994,bK13T68X,       (2013 TX68),,2013 TX68,APO,,,,,,,,,0.5505321668019372,1.658899491488626,0.7456219599327608,1.076883618277728,0.000134661,,,6.715874,6.29763622892455
9500,628995,bK13T68Y,       (2013 TY68),,2013 TY68,APO,,,,,,,,,0.4182176261405007,1.5074789251622858,0.8770246676240816,4.981749586774494,0.0119941,,,5.712549,5.028601170688961
9501,629003,bK13T69H,       (2013 TH69),,2013 TH69,AMO,,,,,,,,,0.5625555632105386,2.4607860081578834,1.076457149398012,2.304636883521176,0.0872798,,,6.535434,6.6840853317756395
9502,629004,bK13T69J,       (2013 TJ69),,2013 TJ69,APO,,,,,,,,,0.5899423143338892,2.4373857681638844,0.999468767168798,10.32612584508172,0.09690139999999997,,,7.069773,7.381531353866096
9503,629005,bK13T69K,       (2013 TK69),,2013 TK69,APO,,,,,,,,,0.6272747466445464,2.519681922905176,0.939149083089988,5.0739138009027815,0.0588049,,,6.78748,7.038399249716052
9504,629006,bK13T69L,       (2013 TL69),,2013 TL69,AMO,,,,,,,,,0.5276289935323709,2.474708042725401,1.168980328855734,35.27037345185191,0.174822,,,12.182046,13.53198108698118
9505,629007,bK13T69M,       (2013 TM69),,2013 TM69,APO,,,,,,,,,0.3540812476340807,1.337069035123558,0.8636379629941123,6.618311383906696,0.00875049,,,5.654259,4.712622099445428
9506,629008,bK13T69N,       (2013 TN69),,2013 TN69,AMO,,,,,,,,,0.5884002708823838,2.4962134325453733,1.0274407726554309,6.554978584697928,0.0770696,,,6.755598,6.997152761477924
9507,629009,bK13T69O,       (2013 TO69),,2013 TO69,AMO,,,,,,,,,0.5994117467628937,2.576944062966326,1.032293520873413,0.571450585722425,0.0424749,,,6.482161,6.699612288675217
9508,629148,bK13T80B,       (2013 TB80),,2013 TB80,AMO,,,,2.632,,,,,0.5452881893146015,2.819256894909846,1.28194940747175,12.72153564374094,0.303777,,,8.177878,8.675720204601461
9509,629680,bK13TC7L,       (2013 TL127),,2013 TL127,APO,,,,,,,,,0.6534245527120538,2.523101409470743,0.8744449995401703,0.3245029680290532,0.00215571,,,6.87344,7.103409034992266
9510,629681,bK13TC7M,       (2013 TM127),,2013 TM127,APO,,,,,,,,,0.4188271931281414,1.272965717744982,0.7398130592335009,2.611981942761453,0.0033855,,,6.312638,5.253219055587001
9511,629756,bK13TD2R,       (2013 TR132),,2013 TR132,APO,,,,,,,,,0.3615787733019893,1.450391756189634,0.9259608841792679,31.956674884099517,0.0311581,,,10.922794,11.66710321908567
9512,629757,bK13TD2S,       (2013 TS132),,2013 TS132,AMO,,,,,,,,,0.3283671566988923,1.875250685536344,1.259479949829126,11.590669884145939,0.329522,,,7.150581,6.96005324192769
9513,629759,bK13TD2U,       (2013 TU132),,2013 TU132,AMO,,,,,,,,,0.2910361483950503,1.7031618475601882,1.207480183352873,13.00378148703878,0.210969,,,6.992131,6.685932971277161
9514,629760,bK13TD2V,       (2013 TV132),,2013 TV132,APO,,,,,,,,,0.5564178256790583,2.192427711691921,0.9725218513937888,1.7857884147120917,0.00250017,,,6.0879970000000005,6.088466949782358
9515,629795,bK13TD5E,       (2013 TE135),,2013 TE135,APO,,,,,,,,,0.758771860085897,2.361967397264111,0.5697730017797765,6.048437288306782,0.0228786,,,8.481261,8.761994774684439
9516,629796,bK13TD5F,       (2013 TF135),,2013 TF135,AMO,,,,,,,,,0.5557013086683371,2.3373699611748884,1.038490414907943,12.890609095561421,0.0546451,,,7.298078999999999,7.628944862479913
9517,629798,bK13TD5H,       (2013 TH135),,2013 TH135,AMO,,,,,,,,,0.4397547907107276,2.2014805311135093,1.233368920899947,6.6983664700981835,0.262357,,,6.9444050000000015,6.922871679082679
9518,629799,bK13TD5J,       (2013 TJ135),,2013 TJ135,APO,,,,,,,,,0.63750110796451,2.5892399853166546,0.9385966258912756,15.947289268431199,0.179003,,,8.122211,8.710135513609876
9519,629801,bK13TD5L,       (2013 TL135),,2013 TL135,AMO,,,,,,,,,0.5117831460812095,2.6130910625507795,1.2757550975618508,15.76142457137059,0.291054,,,8.422854,8.942282428206122
9520,629802,bK13TD5M,       (2013 TM135),,2013 TM135,AMO,,,,,,,,,0.568370525911252,2.462805018848968,1.0630192350689092,4.221152001787893,0.064875,,,6.596341000000002,6.770180417371448
9521,629805,bK13TD5Q,       (2013 TQ135),,2013 TQ135,APO,,,,,,,,,0.07899031349399359,1.103188869807857,1.01604763513865,16.70948373577143,0.0444892,,,7.6724130000000015,6.794720808493151
9522,629806,bK13TD5R,       (2013 TR135),,2013 TR135,APO,,,,,,,,,0.8097750155651386,2.228143343410271,0.4238485328188587,1.803428961699933,0.0258652,,,9.227046,9.4254544996134
9523,629807,bK13TD5S,       (2013 TS135),,2013 TS135,AMO,,,,,,,,,0.5463942921280959,2.474694744572956,1.122535661378897,21.58487087742315,0.245417,,,8.989395,9.728596043879786
9524,629808,bK13TD5T,       (2013 TT135),,2013 TT135,APO,,,,,,,,,0.6015447214248454,2.14628560993452,0.855198830608305,6.4865637691723546,0.0363715,,,6.845942,6.922605985802297
9525,629809,bK13TD5U,       (2013 TU135),,2013 TU135,AMO,,,,,,,,,0.590760294112916,2.4992649978580164,1.022798472657298,13.043820999853027,0.0278531,,,7.491433,7.916384059199377
9526,629810,bK13TD5V,       (2013 TV135),,2013 TV135,APO,,,,,,,,,0.5924049464113411,2.4293743312909446,0.9902009607494452,6.7535101669770325,0.00813255,,,6.6995960000000006,6.918629126497661
9527,629811,bK13TD5W,       (2013 TW135),,2013 TW135,AMO,,,,,,,,,0.2570039937715303,1.424421665903436,1.058339608951556,34.19185484906931,0.254467,,,11.961271,12.764321053796866
9528,629817,bK13TD6C,       (2013 TC136),,2013 TC136,AMO,,,,,,,,,0.4920564661293367,2.233406425812843,1.134444352496823,22.300465137105736,0.325441,,,8.942246,9.600766001673188
9529,629935,bK13TE4V,       (2013 TV144),,2013 TV144,AMO,,,,,,,,,0.3040618815118036,1.770365444089178,1.232064796195943,2.613370516530748,0.228193,,,6.158851,5.568046456362871
9530,629996,bK13U00C,       (2013 UC),,2013 UC,AMO,,,,,,,,,0.4668375553769912,2.255194595522435,1.2023850636493392,6.184341958772165,0.216116,,,6.875935000000001,6.898126026555502
9531,630002,bK13U00K,       (2013 UK),,2013 UK,AMO,,,,,,,,,0.3790637543979439,1.8445922526671248,1.145374188037764,7.21286656519076,0.184584,,,6.244795,5.919674829033102
9532,630014,bK13U00X,       (2013 UX),,2013 UX,APO,,,,,,,,,0.5603550203403456,1.6990364127324082,0.7469728291167517,5.447799732009012,0.0359895,,,6.9071479999999985,6.599565229297589
9533,630015,bK13U00Y,       (2013 UY),,2013 UY,APO,,,,,,,,,0.3446305602442555,1.4630368832149283,0.9588296624945579,19.53887794770187,0.073473,,,7.4203100000000015,7.357284799852331
9534,630016,bK13U00Z,       (2013 UZ),,2013 UZ,APO,,,,,,,,,0.6180882836165441,2.409078710002567,0.920055385039922,4.639248852858256,0.0304556,,,6.713437,6.903335389574855
9535,630018,bK13U01B,       (2013 UB1),,2013 UB1,APO,,,,,,,,,0.6277996728468597,2.444723960527639,0.9099270579075078,6.62988297101152,0.0503981,,,6.936116,7.183065670253196
9536,630019,bK13U01C,       (2013 UC1),,2013 UC1,AMO,,,,,,,,,0.3394129359044676,1.5756760321449208,1.040871204040311,4.050753490231559,0.0606071,,,5.149727,4.4199056646774455
9537,630020,bK13U01D,       (2013 UD1),,2013 UD1,APO,,,,,,,,,0.3266333025726378,1.313445822774538,0.8844306759314554,5.769105683487608,0.0190728,,,5.385107,4.338548406256917
9538,630021,bK13U01E,       (2013 UE1),,2013 UE1,APO,,,,,,,,,0.527529241136958,1.984207065272001,0.9374798178704716,2.6922289493131157,0.0189118,,,6.000675,5.848047996089932
9539,630031,bK13U01P,       (2013 UP1),,2013 UP1,AMO,,,,,,,,,0.5477736566978909,2.458153697532524,1.111641857909692,4.212182600182083,0.12906900000000002,,,6.716786999999999,6.873432964671619
9540,630032,bK13U01Q,       (2013 UQ1),,2013 UQ1,AMO,,,,,,,,,0.361619229353687,1.620357409566317,1.034405011841409,9.925175272911677,0.0468049,,,5.800602,5.348570292780353
9541,630033,bK13U01R,       (2013 UR1),,2013 UR1,APO,,,,,,,,,0.7286019434853703,2.232981343046565,0.6060267967362652,2.702284756452713,0.00152823,,,8.088074,8.244312888328562
9542,630036,bK13U01U,       (2013 UU1),,2013 UU1,AMO,,,,,,,,,0.5584432428702162,2.384277452845912,1.052793820176302,1.633208802181094,0.0648837,,,6.358325,6.462900664398845
9543,630061,bK13U02X,       (2013 UX2),,2013 UX2,APO,,,,,,,,,0.1492505522099898,1.1187310636297891,0.951759834608574,4.104750105411413,0.000580464,,,4.4706,2.8156163098727713
9544,630064,bK13U03C,       (2013 UC3),,2013 UC3,AMO,,,,,,,,,0.2713640629069452,1.646474385154854,1.199680406527018,21.571917803709287,0.20765,,,8.657724,8.80244023557374
9545,630066,bK13U03E,       (2013 UE3),,2013 UE3,APO,,,,,,,,,0.2255873043571011,1.0254051056561122,0.7940867319971414,3.373062742824623,0.0231626,,,5.613521,3.902066319366123
9546,630067,bK13U03F,       (2013 UF3),,2013 UF3,APO,,,,,,,,,0.6458348099415856,1.6377232484834807,0.5800245655622358,13.965508149067938,0.0618788,,,8.850388,8.87715306083023
9547,630077,bK13U03R,       (2013 UR3),,2013 UR3,AMO,,,,11.08,,,,,0.6014249985397535,3.182148344457862,1.268324781039013,24.95194102476211,0.286916,,,10.311401,11.38488116424062
9548,630078,bK13U03S,       (2013 US3),,2013 US3,APO,,,,,,,,,0.1845805198025061,1.200174544431645,0.9786457031667156,12.3138848710674,0.0189214,,,5.777888,4.746985137994425
9549,630079,bK13U03T,       (2013 UT3),,2013 UT3,APO,,,,,,,,,0.5602421238217631,1.52127515679099,0.6689927320331203,0.9822383410121276,0.00227226,,,7.14585,6.589795643897812
9550,630080,bK13U03V,       (2013 UV3),,2013 UV3,APO,,,,,,,,,0.5455791715602833,1.268685349454785,0.5765170475285747,1.295824619862511,0.00134685,,,7.792903,6.88112671742757
9551,630096,bK13U04R,       (2013 UR4),,2013 UR4,AMO,,,,,,,,,0.5187093390988902,2.3080857832657204,1.110860132044414,5.680699205617543,0.120199,,,6.639351,6.723439730965513
9552,630097,bK13U04S,       (2013 US4),,2013 US4,APO,,,,,,,,,0.08178362903107099,1.0744744705308928,0.9866000490296378,10.043147275245909,0.0515234,,,5.694707,4.249783590916593
9553,630098,bK13U04T,       (2013 UT4),,2013 UT4,APO,,,,,,,,,0.1221120786612439,1.070838936716647,0.9400765682427809,5.587027344118747,0.0158944,,,4.781657,3.0975879923745
9554,630099,bK13U04U,       (2013 UU4),,2013 UU4,AMO,,,,,,,,,0.1954462626397159,1.328699474307147,1.06901012788246,38.9410908841835,0.0846227,,,14.214062,15.213998826295391
9555,630106,bK13U05F,       (2013 UF5),,2013 UF5,AMO,,,,,,,,,0.5639072020814833,2.49711750133852,1.088974957890011,2.53939655747917,0.104304,,,6.618310000000001,6.786344843835932
9556,630107,bK13U05G,       (2013 UG5),,2013 UG5,AMO,,,,,,,,,0.288260596304507,1.5577671622755118,1.108724271174393,23.33358603871783,0.300385,,,8.713918,8.925965535921721
9557,630108,bK13U05H,       (2013 UH5),,2013 UH5,APO,,,,2.69,,,,,0.2587695155343958,1.335449973490209,0.9898762308297264,14.388440974511713,0.0410135,,,6.10034,5.4676985146340575
9558,630109,bK13U05J,       (2013 UJ5),,2013 UJ5,APO,,,,,,,,,0.5937937735790204,2.312370128575226,0.939299144017138,0.32689705087793897,0.00138598,,,6.35935,6.449909784033213
9559,630110,bK13U05K,       (2013 UK5),,2013 UK5,AMO,,,,,,,,,0.3985776164066429,1.7440034522893169,1.0488827132708851,3.794672725034346,0.0433281,,,5.491289,5.014245048411637
9560,630111,bK13U05L,       (2013 UL5),,2013 UL5,APO,,,,,,,,,0.4491938309353394,1.124623408268552,0.6194495111488431,26.756374381711307,0.01733,,,11.199187,11.433482432655566
9561,630112,bK13U05M,       (2013 UM5),,2013 UM5,APO,,,,,,,,,0.6301475988000238,1.345317817994802,0.4975690253624899,11.55663387034825,0.042119,,,9.222349,8.837683107970888
